typo;typo_min;typvoie;prevoie;nomvoie;dico
RUE EMILE BOLLAERT;rue Émile Bollaert;rue;;Émile Bollaert;2000_PARIS
SQUARE ARAGO;square Arago;square;;Arago;2000_PARIS
RUE AMYOT;rue Amyot;rue;;Amyot;2000_PARIS
QUAI DE L'ARCHEVECHE;quai de l'Archevêché;quai;de l';Archevêché;2000_PARIS
VOIE CT/17;voie CT/17;voie;;CT/17;2000_PARIS
RUE DU GENERAL ALAIN DE BOISSIEU;rue du Général Alain de Boissieu;rue;du;Général Alain de Boissieu;2000_PARIS
RUE DES GRANDS MOULINS;rue des Grands Moulins;rue;des;Grands Moulins;2000_PARIS
RUE DU CHEVALIER DE SAINT-GEORGE;rue du Chevalier de Saint-George;rue;du;Chevalier de Saint-George;2000_PARIS
PLACE MAURICE COUVE DE MURVILLE;place Maurice Couve de Murville;place;;Maurice Couve de Murville;2000_PARIS
IMPASSE BARRIER;impasse Barrier;impasse;;Barrier;2000_PARIS
RUE ALASSEUR;rue Alasseur;rue;;Alasseur;2000_PARIS
PLACE ALPHONSE LAVERAN;place Alphonse Laveran;place;;Alphonse Laveran;2000_PARIS
RUE RENE RAVAUD;rue René Ravaud;rue;;René Ravaud;2000_PARIS
RUE D'ANKARA;rue d'Ankara;rue;d';Ankara;2000_PARIS
PLACE HANNAH ARENDT;place Hannah Arendt;place;;Hannah Arendt;2000_PARIS
ESPLANADE PIERRE VIDAL-NAQUET;esplanade Pierre Vidal-Naquet;esplanade;;Pierre Vidal-Naquet;2000_PARIS
RUE ALEXANDER FLEMING;rue Alexander Fleming;rue;;Alexander Fleming;2000_PARIS
RUE DEBELLEYME;rue Debelleyme;rue;;Debelleyme;2000_PARIS
COUR D'ALSACE-LORRAINE;cour d'Alsace-Lorraine;cour;d';Alsace-Lorraine;2000_PARIS
VILLA DE L'ASTROLABE;villa de l'Astrolabe;villa;de l';Astrolabe;2000_PARIS
RUE ARTHUR ROZIER;rue Arthur Rozier;rue;;Arthur Rozier;2000_PARIS
RUE ALBERT SOREL;rue Albert Sorel;rue;;Albert Sorel;2000_PARIS
CITE DE L'AMEUBLEMENT;cité de l'Ameublement;cité;de l';Ameublement;2000_PARIS
RUE D'ALLERAY;rue d'Alleray;rue;d';Alleray;2000_PARIS
PASSAGE DE LA COUR DES FONTAINES;passage de la Cour des Fontaines;passage;de la;Cour des Fontaines;2000_PARIS
RUE BELLIER-DEDOUVRE;rue Bellier-Dedouvre;rue;;Bellier-Dedouvre;2000_PARIS
CITE DE L'ALMA;cité de l'Alma;cité;de l';Alma;2000_PARIS
RUE AUGUSTE CHAPUIS;rue Auguste Chapuis;rue;;Auguste Chapuis;2000_PARIS
PLACE DU BATAILLON FRANCAIS DE L'O.N.U. EN COREE;place du Bataillon Français de L'O.N.U. en Corée;place;du;Bataillon Français de L'O.N. U. en Corée;2000_PARIS
RUE DE LA COSSONNERIE;rue de la Cossonnerie;rue;de la;Cossonnerie;2000_PARIS
RUE DE L'AMIRAL COURBET;rue de l'Amiral Courbet;rue;de l';Amiral Courbet;2000_PARIS
ALLEE DE LA COMTESSE DE SEGUR;allée de la Comtesse de Ségur;allée;de la;Comtesse de Ségur;2000_PARIS
PASSAGE DE L'ASILE;passage de l'Asile;passage;de l';Asile;2000_PARIS
PASSAGE CHOISEUL;passage Choiseul;passage;;Choiseul;2000_PARIS
RUE DU DOCTEUR BOURNEVILLE;rue du Docteur Bourneville;rue;du;Docteur Bourneville;2000_PARIS
RUE DE L'ARSENAL;rue de l'Arsenal;rue;de l';Arsenal;2000_PARIS
RUE CINO DEL DUCA;rue Cino Del Duca;rue;;Cino Del Duca;2000_PARIS
RUE DE COULMIERS;rue de Coulmiers;rue;de;Coulmiers;2000_PARIS
RUE DESAUGIERS;rue Désaugiers;rue;;Désaugiers;2000_PARIS
RUE DES CEVENNES;rue des Cévennes;rue;des;Cévennes;2000_PARIS
RUE CHABANAIS;rue Chabanais;rue;;Chabanais;2000_PARIS
RUE DES BLUETS;rue des Bluets;rue;des;Bluets;2000_PARIS
RUE DE CHERBOURG;rue de Cherbourg;rue;de;Cherbourg;2000_PARIS
RUE BOULARD;rue Boulard;rue;;Boulard;2000_PARIS
RUE MARGUERITE BOUCICAUT;rue Marguerite Boucicaut;rue;;Marguerite Boucicaut;2000_PARIS
ALLEE DES CYGNES;allée des Cygnes;allée;des;Cygnes;2000_PARIS
RUE DE CERISOLES;rue de Cerisoles;rue;de;Cerisoles;2000_PARIS
RUE CLAUDE DEBUSSY;rue Claude Debussy;rue;;Claude Debussy;2000_PARIS
RUE DU CHAMP DE L'ALOUETTE;rue du Champ de l'Alouette;rue;du;Champ de l' Alouette;2000_PARIS
RUE DAVIOUD;rue Davioud;rue;;Davioud;2000_PARIS
RUE DES DECHARGEURS;rue des Déchargeurs;rue;des;Déchargeurs;2000_PARIS
ALLEE DIANE DE POITIERS;allée Diane de Poitiers;allée;;Diane de Poitiers;2000_PARIS
RUE CHARLES NICOLLE;rue Charles Nicolle;rue;;Charles Nicolle;2000_PARIS
RUE CLAIRAUT;rue Clairaut;rue;;Clairaut;2000_PARIS
RUE DU COMMANDANT L'HERMINIER;rue du Commandant L'Herminier;rue;du;Commandant L' Herminier;2000_PARIS
RUE DE LA COLOMBE;rue de la Colombe;rue;de la;Colombe;2000_PARIS
RUE DE BOUVINES;rue de Bouvines;rue;de;Bouvines;2000_PARIS
RUE DU GENERAL DE LARMINAT;rue du Général de Larminat;rue;du;Général de Larminat;2000_PARIS
RUE GREGOIRE DE TOURS;rue Grégoire de Tours;rue;;Grégoire de Tours;2000_PARIS
RUE DE BUZENVAL;rue de Buzenval;rue;de;Buzenval;2000_PARIS
RUE CADET;rue Cadet;rue;;Cadet;2000_PARIS
RUE CHAMPOLLION;rue Champollion;rue;;Champollion;2000_PARIS
RUE DU BOIS DE BOULOGNE;rue du Bois de Boulogne;rue;du;Bois de Boulogne;2000_PARIS
RUE CAILLETET;rue Cailletet;rue;;Cailletet;2000_PARIS
RUE CESAR FRANCK;rue César Franck;rue;;César Franck;2000_PARIS
VILLA DES BUTTES CHAUMONT;villa des Buttes Chaumont;villa;des;Buttes Chaumont;2000_PARIS
ALLEE DE BERCY;allée de Bercy;allée;de;Bercy;2000_PARIS
RUE CAPLAT;rue Caplat;rue;;Caplat;2000_PARIS
RUE GRAMME;rue Gramme;rue;;Gramme;2000_PARIS
RUE DE BRETONVILLIERS;rue de Bretonvilliers;rue;de;Bretonvilliers;2000_PARIS
QUAI DE GRENELLE;quai de Grenelle;quai;de;Grenelle;2000_PARIS
RUE DU CAPITAINE LAGACHE;rue du Capitaine Lagache;rue;du;Capitaine Lagache;2000_PARIS
RUE CARDUCCI;rue Carducci;rue;;Carducci;2000_PARIS
RUE BRANTOME;rue Brantôme;rue;;Brantôme;2000_PARIS
PASSAGE BRANTOME;passage Brantôme;passage;;Brantôme;2000_PARIS
BOULEVARD DE LA CHAPELLE;boulevard de la Chapelle;boulevard;de la;Chapelle;2000_PARIS
COUR DE LA GRACE DE DIEU;cour de la Grâce de Dieu;cour;de la;Grâce de Dieu;2000_PARIS
RUE DU CARDINAL MERCIER;rue du Cardinal Mercier;rue;du;Cardinal Mercier;2000_PARIS
RUE DE LA BOURSE;rue de la Bourse;rue;de la;Bourse;2000_PARIS
AVENUE DU GENERAL TRIPIER;avenue du Général Tripier;avenue;du;Général Tripier;2000_PARIS
VOIE M/12;voie M/12;voie;;M/12;2000_PARIS
VOIE K/17;voie K/17;voie;;K/17;2000_PARIS
VOIE H/15;voie H/15;voie;;H/15;2000_PARIS
RUE VICTOR GELEZ;rue Victor Gelez;rue;;Victor Gelez;2000_PARIS
RUE VICTORIEN SARDOU;rue Victorien Sardou;rue;;Victorien Sardou;2000_PARIS
ROUTE DES MERISIERS;route des Merisiers;route;des;Merisiers;2000_PARIS
VOIE CC/15;voie CC/15;voie;;CC/15;2000_PARIS
VOIE DL/20;voie DL/20;voie;;DL/20;2000_PARIS
VOIE DB/12;voie DB/12;voie;;DB/12;2000_PARIS
PORTE DE SAINT-MANDE;porte de Saint-Mandé;porte;de;Saint-Mandé;2000_PARIS
RUE VITAL;rue Vital;rue;;Vital;2000_PARIS
VOIE CQ/12;voie CQ/12;voie;;CQ/12;2000_PARIS
VOIE AT/16;voie AT/16;voie;;AT/16;2000_PARIS
RUE VICTOR LETALLE;rue Victor Letalle;rue;;Victor Letalle;2000_PARIS
VOIE AO/14;voie AO/14;voie;;AO/14;2000_PARIS
VOIE D/9;voie D/9;voie;;D/9;2000_PARIS
VOIE Y/13;voie Y/13;voie;;Y/13;2000_PARIS
VOIE P/12;voie P/12;voie;;P/12;2000_PARIS
HAMEAU MICHEL-ANGE;hameau Michel-Ange;hameau;;Michel-Ange;2000_PARIS
RUE MASPERO;rue Maspéro;rue;;Maspéro;2000_PARIS
RUE MICHELET;rue Michelet;rue;;Michelet;2000_PARIS
RUE MICHEL PETER;rue Michel Peter;rue;;Michel Peter;2000_PARIS
VOIE CJ/12;voie CJ/12;voie;;CJ/12;2000_PARIS
RUE NANSOUTY;rue Nansouty;rue;;Nansouty;2000_PARIS
AVENUE LEON HEUZEY;avenue Léon Heuzey;avenue;;Léon Heuzey;2000_PARIS
RUE SAINTE-ELISABETH;rue Sainte-Élisabeth;rue;;Sainte-Élisabeth;2000_PARIS
AVENUE FROCHOT;avenue Frochot;avenue;;Frochot;2000_PARIS
PLACE DU GENERAL GOURAUD;place du Général Gouraud;place;du;Général Gouraud;2000_PARIS
RUE DES ECLUSES SAINT-MARTIN;rue des Écluses Saint-Martin;rue;des;Écluses Saint-Martin;2000_PARIS
RUE DE LA MANUTENTION;rue de la Manutention;rue;de la;Manutention;2000_PARIS
RUE EMILE PIERRE CASEL;rue Émile Pierre Casel;rue;;Émile Pierre Casel;2000_PARIS
RUE DUPHOT;rue Duphot;rue;;Duphot;2000_PARIS
RUE EULER;rue Euler;rue;;Euler;2000_PARIS
RUE DE MONDOVI;rue de Mondovi;rue;de;Mondovi;2000_PARIS
RUE EMILE RICHARD;rue Émile Richard;rue;;Émile Richard;2000_PARIS
RUE FRANCAISE;rue Française;rue;;Française;2000_PARIS
AVENUE RODIN;avenue Rodin;avenue;;Rodin;2000_PARIS
RUE SISLEY;rue Sisley;rue;;Sisley;2000_PARIS
IMPASSE DE PRESLES;impasse de Presles;impasse;de;Presles;2000_PARIS
RUE DU PRE AUX CHEVAUX;rue du Pré aux Chevaux;rue;du;Pré aux Chevaux;2000_PARIS
PORTE RAMBUTEAU;porte Rambuteau;porte;;Rambuteau;2000_PARIS
RUE DES PYRENEES;rue des Pyrénées;rue;des;Pyrénées;2000_PARIS
VILLA SCHEFFER;villa Scheffer;villa;;Scheffer;2000_PARIS
RUE SCARRON;rue Scarron;rue;;Scarron;2000_PARIS
VILLA RIMBAUD;villa Rimbaud;villa;;Rimbaud;2000_PARIS
AVENUE DE LA PORTE DE VITRY;avenue de la Porte de Vitry;avenue;de la;Porte de Vitry;2000_PARIS
RUE RAMPONEAU;rue Ramponeau;rue;;Ramponeau;2000_PARIS
COUR QUELLARD;cour Quellard;cour;;Quellard;2000_PARIS
SQUARE RAYNOUARD;square Raynouard;square;;Raynouard;2000_PARIS
AVENUE DE LA PORTE DE SEVRES;avenue de la Porte de Sèvres;avenue;de la;Porte de Sèvres;2000_PARIS
AVENUE DE LA PORTE DES TERNES;avenue de la Porte des Ternes;avenue;de la;Porte des Ternes;2000_PARIS
RUE FREDERIC MAGISSON;rue Frédéric Magisson;rue;;Frédéric Magisson;2000_PARIS
PASSAGE DUBAIL;passage Dubail;passage;;Dubail;2000_PARIS
RUE FIRMIN GILLOT;rue Firmin Gillot;rue;;Firmin Gillot;2000_PARIS
RUE DES FRANCS BOURGEOIS;rue des Francs Bourgeois;rue;des;Francs Bourgeois;2000_PARIS
COUR DES FERMES;cour des Fermes;cour;des;Fermes;2000_PARIS
RUE DES FRERES FLAVIEN;rue des Frères Flavien;rue;des;Frères Flavien;2000_PARIS
RUE DE L'ESTRAPADE;rue de l'Estrapade;rue;de l';Estrapade;2000_PARIS
ALLEE DES FRERES VOISIN;allée des Frères Voisin;allée;des;Frères Voisin;2000_PARIS
RUE DUMERIL;rue Duméril;rue;;Duméril;2000_PARIS
RUE FREDERIC SAUTON;rue Frédéric Sauton;rue;;Frédéric Sauton;2000_PARIS
RUE GEORGETTE AGUTTE;rue Georgette Agutte;rue;;Georgette Agutte;2000_PARIS
RUE EUGENE PELLETAN;rue Eugène Pelletan;rue;;Eugène Pelletan;2000_PARIS
PLACE DE L'EGLISE D'AUTEUIL;place de l'Église d'Auteuil;place;de l';Église d' Auteuil;2000_PARIS
RUE SERVAN;rue Servan;rue;;Servan;2000_PARIS
AVENUE MARCEAU;avenue Marceau;avenue;;Marceau;2000_PARIS
RUE DU FAUBOURG MONTMARTRE;rue du Faubourg Montmartre;rue;du;Faubourg Montmartre;2000_PARIS
AVENUE DE FRANCE;avenue de France;avenue;de;France;2000_PARIS
RUE DE MONTEBELLO;rue de Montebello;rue;de;Montebello;2000_PARIS
RUE DUPERRE;rue Duperré;rue;;Duperré;2000_PARIS
RUE EMILE DEUTSCH DE LA MEURTHE;rue Émile Deutsch de la Meurthe;rue;;Émile Deutsch de la Meurthe;2000_PARIS
RUE FRANCISQUE GAY;rue Francisque Gay;rue;;Francisque Gay;2000_PARIS
PLACE JULES SENARD;place Jules Senard;place;;Jules Senard;2000_PARIS
RUE MAURICE ET LOUIS DE BROGLIE;rue Maurice et Louis de Broglie;rue;;Maurice et Louis de Broglie;2000_PARIS
IMPASSE EVEILLARD;impasse Éveillard;impasse;;Éveillard;2000_PARIS
PASSAGE KRACHER;passage Kracher;passage;;Kracher;2000_PARIS
RUE FAIDHERBE;rue Faidherbe;rue;;Faidherbe;2000_PARIS
VILLA VAUVENARGUES;villa Vauvenargues;villa;;Vauvenargues;2000_PARIS
VILLA SAINT-JACQUES;villa Saint-Jacques;villa;;Saint-Jacques;2000_PARIS
RUE TAITBOUT;rue Taitbout;rue;;Taitbout;2000_PARIS
VILLA DE LA TOUR;villa de la Tour;villa;de la;Tour;2000_PARIS
VOIE CD/12;voie CD/12;voie;;CD/12;2000_PARIS
VOIE EF/20;voie EF/20;voie;;EF/20;2000_PARIS
VILLA SOMMEILLER;villa Sommeiller;villa;;Sommeiller;2000_PARIS
RUE DU SOUDAN;rue du Soudan;rue;du;Soudan;2000_PARIS
VOIE DG/19;voie DG/19;voie;;DG/19;2000_PARIS
RUE DE TOURTILLE;rue de Tourtille;rue;de;Tourtille;2000_PARIS
RUE VINCENT SCOTTO;rue Vincent Scotto;rue;;Vincent Scotto;2000_PARIS
RUE DE TORCY;rue de Torcy;rue;de;Torcy;2000_PARIS
VOIE EG/20;voie EG/20;voie;;EG/20;2000_PARIS
RUE SAINTE-OPPORTUNE;rue Sainte-Opportune;rue;;Sainte-Opportune;2000_PARIS
RUE SORBIER;rue Sorbier;rue;;Sorbier;2000_PARIS
RUE VERNET;rue Vernet;rue;;Vernet;2000_PARIS
PORTE DE L'HIPPODROME;porte de l'Hippodrome;porte;de l';Hippodrome;2000_PARIS
RUE POQUELIN;rue Poquelin;rue;;Poquelin;2000_PARIS
RUE DE PARADIS;rue de Paradis;rue;de;Paradis;2000_PARIS
RUE PAUL HERVIEU;rue Paul Hervieu;rue;;Paul Hervieu;2000_PARIS
PLACE DE LA PORTE DE MONTREUIL;place de la Porte de Montreuil;place;de la;Porte de Montreuil;2000_PARIS
RUE ROLI;rue Roli;rue;;Roli;2000_PARIS
CITE POPINCOURT;cité Popincourt;cité;;Popincourt;2000_PARIS
RUE PESTALOZZI;rue Pestalozzi;rue;;Pestalozzi;2000_PARIS
RUE PAUL FORT;rue Paul Fort;rue;;Paul Fort;2000_PARIS
RUE NICOLAS RORET;rue Nicolas Roret;rue;;Nicolas Roret;2000_PARIS
PASSAGE REILHAC;passage Reilhac;passage;;Reilhac;2000_PARIS
PLACE DE LA PORTE MAILLOT;place de la Porte Maillot;place;de la;Porte Maillot;2000_PARIS
PASSAGE DE RICHELIEU;passage de Richelieu;passage;de;Richelieu;2000_PARIS
RUE VERON;rue Véron;rue;;Véron;2000_PARIS
CITE LECLAIRE;cité Leclaire;cité;;Leclaire;2000_PARIS
PASSAGE DE LA VOUTE;passage de la Voûte;passage;de la;Voûte;2000_PARIS
PLACE DU LIEUTENANT STEPHANE PIOBETTA;place du Lieutenant Stéphane Piobetta;place;du;Lieutenant Stéphane Piobetta;2000_PARIS
RUE DU RUISSEAU;rue du Ruisseau;rue;du;Ruisseau;2000_PARIS
SQUARE RACAN;square Racan;square;;Racan;2000_PARIS
RUE LA VIEUVILLE;rue La Vieuville;rue;;La Vieuville;2000_PARIS
RUE LIARD;rue Liard;rue;;Liard;2000_PARIS
RUE JULES GUESDE;rue Jules Guesde;rue;;Jules Guesde;2000_PARIS
RUE DE L'OLIVE;rue de l'Olive;rue;de l';Olive;2000_PARIS
RUE JEAN BEAUSIRE;rue Jean Beausire;rue;;Jean Beausire;2000_PARIS
VILLA WAGRAM-SAINT-HONORE;villa Wagram-Saint-Honoré;villa;;Wagram-Saint-Honoré;2000_PARIS
RUE WALDECK-ROUSSEAU;rue Waldeck-Rousseau;rue;;Waldeck-Rousseau;2000_PARIS
CITE MONTHIERS;cité Monthiers;cité;;Monthiers;2000_PARIS
RUE JEANNE HACHETTE;rue Jeanne Hachette;rue;;Jeanne Hachette;2000_PARIS
PLACE MARGUERITE DE NAVARRE;place Marguerite de Navarre;place;;Marguerite de Navarre;2000_PARIS
RUE DU PIC DE BARRETTE;rue du Pic de Barrette;rue;du;Pic de Barrette;2000_PARIS
PONT MORLAND;pont Morland;pont;;Morland;2000_PARIS
RUE LUCIEN LAMBEAU;rue Lucien Lambeau;rue;;Lucien Lambeau;2000_PARIS
BOULEVARD DE MAGENTA;boulevard de Magenta;boulevard;de;Magenta;2000_PARIS
RUE DE SEINE;rue de Seine;rue;de;Seine;2000_PARIS
RUE DES ORMEAUX;rue des Ormeaux;rue;des;Ormeaux;2000_PARIS
ALLEE RODENBACH;allée Rodenbach;allée;;Rodenbach;2000_PARIS
RUE DE LA NEVA;rue de la Néva;rue;de la;Néva;2000_PARIS
RUE NEUVE TOLBIAC;rue Neuve Tolbiac;rue;;Neuve Tolbiac;2000_PARIS
RUE DE LA MARSEILLAISE;rue de la Marseillaise;rue;de la;Marseillaise;2000_PARIS
RUE DE MILAN;rue de Milan;rue;de;Milan;2000_PARIS
VOIE AB/20;voie AB/20;voie;;AB/20;2000_PARIS
RUE DE NOISIEL;rue de Noisiel;rue;de;Noisiel;2000_PARIS
PASSAGE DES PETITS PERES;passage des Petits Pères;passage;des;Petits Pères;2000_PARIS
VOIE BC/16;voie BC/16;voie;;BC/16;2000_PARIS
VOIE A/12;voie A/12;voie;;A/12;2000_PARIS
RUE DE POITOU;rue de Poitou;rue;de;Poitou;2000_PARIS
PLACE DE L'OPERA;place de l'Opéra;place;de l';Opéra;2000_PARIS
VOIE BE/16;voie BE/16;voie;;BE/16;2000_PARIS
RUE DE LA POMPE;rue de la Pompe;rue;de la;Pompe;2000_PARIS
VOIE AC/12;voie AC/12;voie;;AC/12;2000_PARIS
VOIE AZ/17;voie AZ/17;voie;;AZ/17;2000_PARIS
RUE DE SAIGON;rue de Saïgon;rue;de;Saïgon;2000_PARIS
RUE SAUFFROY;rue Sauffroy;rue;;Sauffroy;2000_PARIS
RUE DE POMMARD;rue de Pommard;rue;de;Pommard;2000_PARIS
VOIE AZ/16;voie AZ/16;voie;;AZ/16;2000_PARIS
VOIE A/8;voie A/8;voie;;A/8;2000_PARIS
SQUARE DE LA SALAMANDRE;square de la Salamandre;square;de la;Salamandre;2000_PARIS
VOIE AH/16;voie AH/16;voie;;AH/16;2000_PARIS
RUE RAOUL DUFY;rue Raoul Dufy;rue;;Raoul Dufy;2000_PARIS
PASSAGE LATHUILLE;passage Lathuille;passage;;Lathuille;2000_PARIS
PORTE LESCOT;porte Lescot;porte;;Lescot;2000_PARIS
SQUARE DU LAONNAIS;square du Laonnais;square;du;Laonnais;2000_PARIS
QUAI DU LOT;quai du Lot;quai;du;Lot;2000_PARIS
RUE LA FEUILLADE;rue La Feuillade;rue;;La Feuillade;2000_PARIS
RUE JOSEPH DIJON;rue Joseph Dijon;rue;;Joseph Dijon;2000_PARIS
RUE LAKANAL;rue Lakanal;rue;;Lakanal;2000_PARIS
RUE JOUBERT;rue Joubert;rue;;Joubert;2000_PARIS
RUE JULES JOUY;rue Jules Jouy;rue;;Jules Jouy;2000_PARIS
RUE DE JESSAINT;rue de Jessaint;rue;de;Jessaint;2000_PARIS
PLACE LEON BLUM;place Léon Blum;place;;Léon Blum;2000_PARIS
RUE LEIBNIZ;rue Leibniz;rue;;Leibniz;2000_PARIS
AVENUE LAMORICIERE;avenue Lamoricière;avenue;;Lamoricière;2000_PARIS
RUE MOLIERE;rue Molière;rue;;Molière;2000_PARIS
RUE GAGER-GABILLOT;rue Gager-Gabillot;rue;;Gager-Gabillot;2000_PARIS
RUE HENRI REGNAULT;rue Henri Regnault;rue;;Henri Regnault;2000_PARIS
RUE HELENE;rue Hélène;rue;;Hélène;2000_PARIS
RUE DE LA GAITE;rue de la Gaîté;rue;de la;Gaîté;2000_PARIS
RUE GASTON TISSANDIER;rue Gaston Tissandier;rue;;Gaston Tissandier;2000_PARIS
RUE GREUZE;rue Greuze;rue;;Greuze;2000_PARIS
RUE GEORGES PEREC;rue Georges Perec;rue;;Georges Perec;2000_PARIS
PLACE JACQUES ET THERESE TREFOUEL;place Jacques et Thérèse Tréfouel;place;;Jacques et Thérèse Tréfouel;2000_PARIS
RUE GIORDANO BRUNO;rue Giordano Bruno;rue;;Giordano Bruno;2000_PARIS
VOIE V/20;voie V/20;voie;;V/20;2000_PARIS
RUE DE MALTE;rue de Malte;rue;de;Malte;2000_PARIS
RUE GERMAIN PILON;rue Germain Pilon;rue;;Germain Pilon;2000_PARIS
RUE MANDAR;rue Mandar;rue;;Mandar;2000_PARIS
SQUARE LA BRUYERE;square La Bruyère;square;;La Bruyère;2000_PARIS
RUE GUILLAUME APOLLINAIRE;rue Guillaume Apollinaire;rue;;Guillaume Apollinaire;2000_PARIS
RUE LEGENDRE;rue Legendre;rue;;Legendre;2000_PARIS
RUE DE MONTENOTTE;rue de Montenotte;rue;de;Montenotte;2000_PARIS
RUE SAINT-PHILIPPE;rue Saint-Philippe;rue;;Saint-Philippe;2000_PARIS
RUE DE MAUBEUGE;rue de Maubeuge;rue;de;Maubeuge;2000_PARIS
RUE MAUBLANC;rue Maublanc;rue;;Maublanc;2000_PARIS
RUE HERSCHEL;rue Herschel;rue;;Herschel;2000_PARIS
RUE MALEBRANCHE;rue Malebranche;rue;;Malebranche;2000_PARIS
PLACE LOUIS ARMAND;place Louis Armand;place;;Louis Armand;2000_PARIS
RUE DE MONTHOLON;rue de Montholon;rue;de;Montholon;2000_PARIS
RUE DE SREBRENICA;rue de Srebrenica;rue;de;Srebrenica;2000_PARIS
ESPLANADE JACQUES CHABAN-DELMAS;esplanade Jacques Chaban-Delmas;esplanade;;Jacques Chaban-Delmas;2000_PARIS
ALLEE STEFA SKURNIK;allée Stefa Skurnik;allée;;Stefa Skurnik;2000_PARIS
PLACE SERGE POLIAKOFF;place Serge Poliakoff;place;;Serge Poliakoff;2000_PARIS
PASSAGE SAINT-MAUR;passage Saint-Maur;passage;;Saint-Maur;2000_PARIS
VOIE B/4;voie B/4;voie;;B/4;2000_PARIS
RUE VIVIAN MAIER;rue Vivian Maier;rue;;Vivian Maier;2000_PARIS
RUE DU MARQUIS D'ARLANDES;rue du Marquis D'Arlandes;rue;du;Marquis D' Arlandes;2000_PARIS
PARVIS CLAIRE HEYMANN ET MARIA ERRAZURIZ;parvis Claire Heymann et Maria Errazuriz;parvis;;Claire Heymann et Maria Errazuriz;2000_PARIS
RUE ALICE DOMON ET LEONIE DUQUET;rue Alice Domon et Léonie Duquet;rue;;Alice Domon et Léonie Duquet;2000_PARIS
AVENUE STEPHEN PICHON;avenue Stéphen Pichon;avenue;;Stéphen Pichon;2000_PARIS
VILLA DES HOUSEAUX;villa des Houseaux;villa;des;Houseaux;2000_PARIS
PLACE DU 8 FEVRIER 1962;place du 8 Février 1962;place;du;8 Février 1962;2000_PARIS
AVENUE DU TRONE;avenue du Trône;avenue;du;Trône;2000_PARIS
RUE SAINTE-CLAIRE DEVILLE;rue Sainte-Claire Deville;rue;;Sainte-Claire Deville;2000_PARIS
PONT DE SULLY;pont de Sully;pont;de;Sully;2000_PARIS
RUE TARDIEU;rue Tardieu;rue;;Tardieu;2000_PARIS
RUE DE VALENCE;rue de Valence;rue;de;Valence;2000_PARIS
PLACE RENE LAENNEC;place René Laennec;place;;René Laennec;2000_PARIS
PLACE DE TOKYO;place de Tokyo;place;de;Tokyo;2000_PARIS
COUR SAINT-NICOLAS;cour Saint-Nicolas;cour;;Saint-Nicolas;2000_PARIS
PASSAGE SAINTE-ANNE;passage Sainte-Anne;passage;;Sainte-Anne;2000_PARIS
PONT DE SURESNES;pont de Suresnes;pont;de;Suresnes;2000_PARIS
PLACE SAINT-FERDINAND;place Saint-Ferdinand;place;;Saint-Ferdinand;2000_PARIS
PASSAGE DU SURMELIN;passage du Surmelin;passage;du;Surmelin;2000_PARIS
PLACE SAINT-MICHEL;place Saint-Michel;place;;Saint-Michel;2000_PARIS
RUE ANDREE PUTMAN;rue Andrée Putman;rue;;Andrée Putman;2000_PARIS
VILLA DE L'ADOUR;villa de l'Adour;villa;de l';Adour;2000_PARIS
GALERIE DES VARIETES;galerie des Variétés;galerie;des;Variétés;2000_PARIS
VOIE FD/20;voie FD/20;voie;;FD/20;2000_PARIS
PARVIS MAURICE DRUON;parvis Maurice Druon;parvis;;Maurice Druon;2000_PARIS
RUE DES BERGES HENNEQUINES;rue des Berges Hennequines;rue;des;Berges Hennequines;2000_PARIS
RUE ANDRE GILL;rue André Gill;rue;;André Gill;2000_PARIS
PROMENADE CLAUDE ESTIER;promenade Claude Estier;promenade;;Claude Estier;2000_PARIS
RUE BELIDOR;rue Belidor;rue;;Belidor;2000_PARIS
SQUARE AMICIE LEBAUDY;square Amicie Lebaudy;square;;Amicie Lebaudy;2000_PARIS
PLACE JEAN FERRAT;place Jean Ferrat;place;;Jean Ferrat;2000_PARIS
RUE DE THORIGNY;rue de Thorigny;rue;de;Thorigny;2000_PARIS
PLACE MADELEINE DANIELOU;place Madeleine Daniélou;place;;Madeleine Daniélou;2000_PARIS
SQUARE ANDRE DREYER;square André Dreyer;square;;André Dreyer;2000_PARIS
RUE DU TIBRE;rue du Tibre;rue;du;Tibre;2000_PARIS
RUE MARIE-HELENE LEFAUCHEUX;rue Marie-Hélène Lefaucheux;rue;;Marie-Hélène Lefaucheux;2000_PARIS
RUE TIPHAINE;rue Tiphaine;rue;;Tiphaine;2000_PARIS
RUE AUGUSTE LANCON;rue Auguste Lançon;rue;;Auguste Lançon;2000_PARIS
RUE AUGUSTE PERRET;rue Auguste Perret;rue;;Auguste Perret;2000_PARIS
BOULEVARD DE DIXMUDE;boulevard de Dixmude;boulevard;de;Dixmude;2000_PARIS
RUE ANSELME PAYEN;rue Anselme Payen;rue;;Anselme Payen;2000_PARIS
PLACE DE LA BATAILLE DE STALINGRAD;place de la Bataille de Stalingrad;place;de la;Bataille de Stalingrad;2000_PARIS
RUE AUGUSTE BARTHOLDI;rue Auguste Bartholdi;rue;;Auguste Bartholdi;2000_PARIS
PLACE DE L'EDIT DE NANTES;place de l'Édit de Nantes;place;de l';Édit de Nantes;2000_PARIS
RUE D'ALGER;rue d'Alger;rue;d';Alger;2000_PARIS
